name,neighbourhood_cleansed,longitude,latitude,host_location,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,license,property_type,room_type,accommodates,bathrooms_text,price,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month
Rental unit in Shinjuku City · ★4.71 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.71045122209017,35.698857077032606,"Suginami City, Japan",476371170,2022-08-23,100.0,99.0,1.0,26,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,138.99,4,11,21,14,4.71,4.79,3.07
Home in Taito City · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,Taito Ku,139.79302512209014,35.72768591962922,"Taito City, Japan",531205997,2023-08-11,100.0,100.0,1.0,1,t,M1300,Private room in home,Private room,2,1 shared bath,36.6,0,0,0,10,4.91,4.82,3.41
Rental unit in Taito City · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,Taito Ku,139.78114,35.7166,"Nakano City, Japan",525993910,2023-07-16,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1.5 baths,162.08,7,16,39,14,4.93,4.93,3.26
Rental unit in Nakano City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Nakano Ku,139.68054,35.69066,"Tokyo, Japan",530838288,2023-08-09,100.0,92.0,1.0,14,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,131.16,16,46,67,3,5.0,5.0,1.13
Rental unit in Shinjuku City · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,Shinjuku Ku,139.70602702873802,35.694887461209646,,511947929,2023-04-26,100.0,100.0,1.0,25,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,7,1.5 baths,381.71,4,25,47,16,4.88,5.0,4.32
Rental unit in Setagaya City · Studio · 1 bed · 1 bath,Setagaya Ku,139.66499,35.66141,,410787346,2021-07-04,100.0,100.0,1.0,4,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,73.2,8,12,29,1,5.0,0.0,1.0
Rental unit in Taito City · ★4.09 · 1 bedroom · 3 beds · Half-bath,Taito Ku,139.77202233773136,35.70804548831242,"Minato City, Japan",239692287,2019-01-29,100.0,97.0,1.0,18,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,Half-bath,217.86,18,48,78,11,4.09,4.27,2.46
Rental unit in Sumida City · ★4.50 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.81458,35.72891,,528566807,2023-07-29,100.0,94.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,108.74,26,56,86,6,4.5,4.17,2.07
Home in Sumida City · ★4.67 · 1 bedroom · 4 beds · 1 bath,Sumida Ku,139.82115333606103,35.73753478350584,"Tokyo, Japan",522669288,2023-06-29,100.0,100.0,1.0,31,t,M1300,Entire home,Entire home/apt,4,1 bath,152.5,6,25,44,6,4.67,3.83,1.76
Rental unit in Nakano City · ★4.87 · 1 bedroom · 2 beds · 1 bath,Nakano Ku,139.6734118,35.6938898,"Tokyo, Japan",525416647,2023-07-13,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,148.14,24,54,84,15,4.87,4.93,4.69
Rental unit in Sumida City · ★4.91 · 2 bedrooms · 1 bed · 1 bath,Sumida Ku,139.8000743203156,35.704360305491875,Japan,60897519,2016-02-29,100.0,99.0,0.0,7,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,155.64,0,0,0,10,4.91,4.73,2.97
Rental unit in Shinjuku City · ★4.88 · 1 bedroom · 1 bath,Shinjuku Ku,139.70552602576927,35.699693230559134,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,179.6,2,11,41,8,4.88,4.88,2.11
Rental unit in Katsushika City · ★4.83 · 2 bedrooms · 4 beds · 1 bath,Katsushika Ku,139.84093,35.74466,"Saitama, Japan",531335005,2023-08-11,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,231.8,16,32,53,6,4.83,4.33,1.55
Rental unit in Shinjuku City · ★4.33 · 1 bedroom · 1 bath,Shinjuku Ku,139.70581063409426,35.70017418347274,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,185.62,4,10,36,6,4.33,4.67,3.83
Rental unit in Shinjuku City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.70731,35.69844,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,5,1 bath,188.21,1,8,34,17,5.0,4.88,5.54
Hostel in Taito City · ★5.0 · 1 bedroom · 2 beds · 4 baths,Taito Ku,139.7972954,35.7094246,"Taito, Japan",160644380,2017-11-29,100.0,99.0,0.0,6,t,Hotels and Inns Business Act,Private room in hostel,Private room,2,4 baths,128.1,11,32,57,3,5.0,5.0,1.02
Home in Shibuya City · ★4.17 · 3 bedrooms · 3 beds · 1 bath,Shibuya Ku,139.669147683538,35.677812360585165,,531365176,2023-08-12,100.0,100.0,1.0,1,t,M1300,Entire home,Entire home/apt,8,1 bath,235.28,7,14,42,6,4.17,4.5,1.64
Rental unit in Toshima City · ★4.71 · 1 bedroom · 3 beds · 1 bath,Toshima Ku,139.70964,35.73859,,531032943,2023-08-10,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,110.93,13,20,28,7,4.71,4.71,2.14
Rental unit in Shinjuku City · ★4.81 · 1 bedroom · 1 bath,Shinjuku Ku,139.70573306803092,35.69856235214426,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,175.59,0,8,38,16,4.81,4.69,3.97
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80602137500327,35.69044324358611,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,135.77,22,52,82,8,5.0,4.5,2.07
Rental unit in Shinjuku City · ★4.44 · 1 bedroom · 1 bath,Shinjuku Ku,139.705,35.70054,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,178.21,2,19,49,9,4.44,4.78,2.27
Rental unit in Shinjuku City · 2 bedrooms · 3 beds · 1.5 baths,Shinjuku Ku,139.70721627207334,35.70059045185376,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,7,1.5 baths,177.77,4,17,38,1,5.0,5.0,1.0
Rental unit in Shinjuku City · ★4.50 · 3 bedrooms · 7 beds · 2 baths,Shinjuku Ku,139.69429322285887,35.717655813671385,,510900000,2023-04-20,100.0,100.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,9,2 baths,320.68,22,49,79,4,4.5,5.0,2.22
Rental unit in Shinjuku City · 3 bedrooms · 3 beds · 2 baths,Shinjuku Ku,139.7055761934293,35.698549954368715,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,2 baths,133.28,5,11,27,2,5.0,5.0,0.71
Rental unit in Shinjuku City · ★4.79 · 1 bedroom · 1 bath,Shinjuku Ku,139.70722,35.69831,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,5,1 bath,187.34,4,17,47,14,4.79,4.86,4.42
Rental unit in Shinjuku City · ★4.71 · 1 bedroom · 1 bath,Shinjuku Ku,139.7053,35.69792,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,198.48,1,11,35,7,4.71,4.67,2.53
Rental unit in Shibuya City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.69519,35.65929,"Tokyo, Japan",198552582,2018-06-28,100.0,100.0,1.0,30,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,183.28,0,0,0,12,5.0,4.83,2.86
Rental unit in Ota City · 2 bedrooms · 1 bed · 1 bath,Ota Ku,139.72847498262004,35.56628040500014,,314575051,2019-12-04,100.0,100.0,1.0,168,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,5,1 bath,187.36,23,53,77,1,5.0,4.0,1.0
Home in Toshima City · 1 bedroom · 2 shared baths,Toshima Ku,139.69117,35.73175,"Tokyo, Japan",75580326,2016-06-03,100.0,100.0,0.0,7,t,M1300,Private room in home,Private room,3,2 shared baths,77.56,23,53,79,2,5.0,5.0,0.73
Home in Kita City · 4 bedrooms · 6 beds · 1 bath,Kita Ku,139.7165189,35.7815363,,527350841,2023-07-23,100.0,99.0,0.0,16,t,M1300,Entire home,Entire home/apt,8,1 bath,244.0,16,37,61,0,4.686044794899757,4.685286613512379,1.635216953420059
Guesthouse in Taito City · ★4.73 · 1 bedroom · 1 bed · 2 baths,Taito Ku,139.7898271,35.7195427,"Tokyo, Japan",85189329,2016-07-21,100.0,99.0,1.0,17,t,Hotels and Inns Business Act,Private room in guesthouse,Private room,2,2 baths,42.7,25,55,85,11,4.73,4.73,3.0
Rental unit in Sumida City · ★4.85 · 2 bedrooms · 4 beds · 1 bath,Sumida Ku,139.8065,35.70036,"Chuo City, Japan",143096922,2017-07-29,100.0,100.0,0.0,36,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,177.16,0,0,0,12,4.85,4.77,2.61
Rental unit in Toshima City · ★4.57 · 1 bedroom · 2 beds · 1.5 baths,Toshima Ku,139.73233,35.72888,"Chuo City, Japan",143096922,2017-07-29,100.0,100.0,0.0,36,t,M1300,Entire rental unit,Entire home/apt,4,1.5 baths,100.5,4,17,47,7,4.57,4.43,1.53
Home in Toshima City · ★4.20 · 5 bedrooms · 11 beds · 2 baths,Itabashi Ku,139.71365,35.74553,,529607681,2023-08-03,100.0,100.0,1.0,1,t,M1300,Entire home,Entire home/apt,16,2 baths,271.88,9,19,31,15,4.2,4.27,3.24
Rental unit in Taito City · ★5.0 · Studio · 4 beds · 1 bath,Taito Ku,139.79532,35.72097,"Chiyoda City, Japan",531513025,2023-08-12,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,61.0,0,0,0,12,5.0,4.92,3.24
Rental unit in Taito City · 1 bedroom · 1 bed · 1 bath,Taito Ku,139.79500235177326,35.72120102281995,"Tokyo, Japan",151970670,2017-09-24,100.0,100.0,0.0,12,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,69.72,9,17,30,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Taito City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Taito Ku,139.7967834196036,35.71939648190053,,511048475,2023-04-21,100.0,100.0,1.0,35,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,71.11,5,14,22,6,5.0,4.83,1.89
Rental unit in Katsushika City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Katsushika Ku,139.86388,35.75138,"Tokyo, Japan",531531958,2023-08-13,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,80.3,14,32,45,3,5.0,5.0,1.23
Home in Katsushika City · ★4.94 · 4 bedrooms · 5 beds · 2 baths,Katsushika Ku,139.8581812,35.7496768,"Chiyoda City, Japan",529641649,2023-08-03,80.0,100.0,1.0,4,t,Hotels and Inns Business Act,Entire home,Entire home/apt,12,2 baths,339.86,10,27,41,17,4.94,4.76,4.21
Home in Katsushika City · ★5.0 · 1 bedroom · 1 bed · 7 baths,Katsushika Ku,139.8724700219085,35.77432216954255,"Katsushika City, Japan",515903142,2023-05-21,100.0,100.0,1.0,1,t,M1300,Private room in home,Private room,4,7 baths,78.04,4,23,48,15,5.0,4.93,4.29
Rental unit in Bunkyo City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Kita Ku,139.75395992935532,35.73457190790958,"Tokyo, Japan",151970670,2017-09-24,100.0,100.0,0.0,12,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,62.74,3,10,32,8,5.0,4.63,2.18
Hotel in Taito City · 1 bedroom · 4 beds · 2 shared baths,Taito Ku,139.7879605599966,35.72235971888085,"Tokyo, Japan",506674744,2023-03-23,100.0,97.0,1.0,9,t,Hotels and Inns Business Act,Shared room in hotel,Shared room,1,2 shared baths,80.94,23,41,68,0,4.686044794899757,4.685286613512379,1.635216953420059
Home in Katsushika City · ★5.0 · 2 bedrooms · 6 beds · 1 bath,Katsushika Ku,139.87220439381534,35.753620838130004,"Tokyo, Japan",521687772,2023-06-23,100.0,100.0,1.0,4,t,M1300,Entire home,Entire home/apt,11,1 bath,276.76,6,32,47,18,5.0,4.81,4.15
Rental unit in Shinjuku City · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.69934018216375,35.713726590054065,"Tokyo, Japan",530838288,2023-08-09,100.0,92.0,1.0,14,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,143.78,26,56,86,2,4.5,4.5,0.55
Rental unit in Ota City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Ota Ku,139.7380893,35.5799453,"Minato City, Japan",44839765,2015-09-22,100.0,100.0,0.0,3,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,3,1 bath,72.02,0,0,0,6,5.0,5.0,2.65
Rental unit in Shinjuku City · ★4.20 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.69905698195973,35.71491693690647,"Tokyo, Japan",530838288,2023-08-09,100.0,92.0,1.0,14,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,144.66,30,60,90,5,4.2,4.2,1.29
Rental unit in Shinjuku City · ★4.67 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70119,35.71367,"Tokyo, Japan",530838288,2023-08-09,100.0,92.0,1.0,14,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,133.07,25,44,74,3,4.67,4.33,0.99
Rental unit in Toshima City · 1 bedroom · 1 bed · 1 bath,Toshima Ku,139.7099034176975,35.73543014038688,"Tokyo, Japan",526041446,2023-07-16,100.0,99.0,1.0,14,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,134.7,27,57,87,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Shibuya City · 3 bedrooms · 8 beds · 3 baths,Shibuya Ku,139.69780137144164,35.65882780945405,"Tokyo, Japan",60738636,2016-02-28,100.0,96.0,0.0,10,t,M1300,Entire rental unit,Entire home/apt,11,3 baths,470.57,4,11,26,2,5.0,5.0,0.75
Home in Edogawa City · 2 bedrooms · 2 beds · 1 bath,Edogawa Ku,139.8661859,35.7069404,"Edogawa City, Japan",157919150,2017-11-08,99.14269266195886,75.0,1.0,1,t,M1300,Entire home,Entire home/apt,8,1 bath,145.18,9,28,41,2,5.0,5.0,0.48
Home in Toshima City · ★4.80 · 3 bedrooms · 3 beds · 2 baths,Toshima Ku,139.72389176487923,35.733743403394136,,531608756,2023-08-13,100.0,100.0,1.0,3,t,M1300,Entire home,Entire home/apt,8,2 baths,284.08,9,26,47,5,4.8,4.5,1.67
Home in Kita City · ★4.96 · 4 bedrooms · 6 beds · 1 bath,Kita Ku,139.7165189,35.7815363,,527350841,2023-07-23,100.0,99.0,0.0,16,t,M1300,Entire home,Entire home/apt,8,1 bath,149.02,0,0,0,23,4.96,4.83,4.96
Rental unit in Suginami City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Suginami Ku,139.61356542716152,35.71160732056546,"Tokyo, Japan",526429351,2023-07-18,100.0,99.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,124.62,12,42,62,17,5.0,4.65,4.81
Home in Edogawa City · ★4.60 · 4 bedrooms · 8 beds · 1 bath,Edogawa Ku,139.85069,35.70136,,529787398,2023-08-04,100.0,100.0,1.0,4,t,M1300,Entire home,Entire home/apt,16,1 bath,319.29,0,0,0,14,4.6,4.27,3.93
Rental unit in Suginami City · 1 bedroom · 1 bed · 1 bath,Suginami Ku,139.64671814674983,35.70882839707178,"Tokyo, Japan",531670120,2023-08-13,100.0,100.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,87.14,27,49,74,1,5.0,5.0,0.43
Rental unit in Koto City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Koto Ku,139.80125690883523,35.685763450181504,"Chiyoda City, Japan",531706132,2023-08-13,100.0,99.0,0.0,21,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,235.28,0,0,0,7,5.0,5.0,2.04
Rental unit in Nakano City · ★4.82 · 1 bedroom · Half-bath,Nakano Ku,139.66814921807222,35.70616642400896,"Tokyo, Japan",42244167,2015-08-23,100.0,99.0,1.0,114,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,Half-bath,122.0,8,21,51,11,4.82,4.91,2.58
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8042206172172,35.68946317369047,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,165.57,20,50,80,7,5.0,4.86,1.81
Rental unit in Sumida City · ★4.77 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80415944799844,35.689270436259584,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,125.01,25,55,85,13,4.77,4.77,3.39
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8064165273795,35.69050537614632,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,173.85,22,52,82,6,5.0,4.83,1.62
Rental unit in Sumida City · ★4.73 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.805560155222,35.68878065945524,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,149.84,22,52,82,11,4.73,4.64,3.14
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8057,35.68893,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,180.47,25,55,85,3,5.0,5.0,0.99
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80593015304157,35.6891850469104,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,188.75,20,50,80,5,5.0,5.0,1.3
Rental unit in Sumida City · ★4.80 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8046727450578,35.690793574204484,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,126.66,17,47,77,5,4.8,5.0,2.0
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80494,35.68894,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,126.66,16,46,76,4,5.0,5.0,1.19
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80425,35.69083,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,126.66,25,55,85,3,5.0,4.67,0.89
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8063118620102,35.690559892056214,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,173.85,23,53,83,7,5.0,5.0,2.02
Rental unit in Sumida City · ★4.89 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80637,35.68938,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,144.88,25,55,85,9,4.89,5.0,2.31
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80573214401153,35.6908741903257,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,129.97,25,55,85,9,5.0,4.89,2.45
Rental unit in Sumida City · ★4.89 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80412,35.69042,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,182.13,20,50,80,9,4.89,4.89,2.7
Rental unit in Sumida City · ★4.33 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.80427318455347,35.690425877739784,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,177.99,25,55,85,3,4.33,5.0,0.77
Rental unit in Sumida City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sumida Ku,139.8045031040761,35.68894108245193,"Tokyo, Japan",255274063,2019-04-11,100.0,94.0,0.0,86,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,188.75,30,60,90,9,5.0,5.0,2.48
Rental unit in Ota City · ★3.50 · 1 bedroom · 2 beds · 1 bath,Ota Ku,139.71677655201088,35.58003254697301,,314575051,2019-12-04,100.0,100.0,1.0,168,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,3,1 bath,69.54,25,55,85,4,3.5,3.25,1.03
Rental unit in Nakano City · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Nakano Ku,139.67514,35.68578,"Shinagawa City, Japan",35777092,2015-06-14,100.0,99.0,1.0,15,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,250.97,22,52,82,6,5.0,4.67,1.59
Rental unit in Shinjuku City · ★4.67 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.69901737046806,35.71394747614696,"Tokyo, Japan",517316094,2023-05-30,98.0,99.0,1.0,15,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,171.12,26,56,86,3,4.67,4.33,0.67
Rental unit in Sumida City · 4 bedrooms · 9 beds · 4 baths,Sumida Ku,139.8139366060002,35.70348174865281,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,16,4 baths,570.78,12,12,12,1,5.0,5.0,0.61
Hotel in Chuo City · 1 bedroom · 1 bed · 1 bath,Chuo Ku,139.766031,35.6663146,,512570152,2023-05-01,100.0,92.0,1.0,2,t,Hotels and Inns Business Act,Room in hotel,Private room,2,1 bath,98.87,14,14,14,1,5.0,4.0,0.41
Rental unit in Taito City · ★4.78 · 2 bedrooms · 4 beds · 1 private bath,Taito Ku,139.7928762134918,35.71712027356035,,526834587,2023-07-20,100.0,100.0,0.0,2,t,M1300,Private room in rental unit,Private room,5,1 private bath,235.28,0,0,0,17,4.78,4.78,5.73
Home in Shinjuku City · 7 bedrooms · 5 beds · 2 baths,Shinjuku Ku,139.7238871,35.6824167,"Chuo City, Japan",130691030,2017-05-17,100.0,91.0,1.0,29,t,M1300,Entire home,Entire home/apt,9,2 baths,417.01,10,18,27,2,5.0,5.0,0.51
Rental unit in Shibuya City · 3 bedrooms · 9 beds · 3 baths,Shibuya Ku,139.69683577619628,35.65894985026816,"Tokyo, Japan",60738636,2016-02-28,100.0,96.0,0.0,10,t,M1300,Entire rental unit,Entire home/apt,8,3 baths,348.57,4,11,31,1,5.0,5.0,0.48
Rental unit in Shibuya City · ★4.94 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.69760385168223,35.660133626675865,"Tokyo, Japan",49589921,2015-11-22,100.0,99.0,0.0,4,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,193.01,18,27,57,18,4.94,4.89,4.19
Rental unit in Ota City · ★3.50 · 1 bedroom · 4 beds · 1 bath,Ota Ku,139.71466,35.57963,,314575051,2019-12-04,100.0,100.0,1.0,168,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,4,1 bath,156.86,20,50,80,4,3.5,3.25,1.41
Rental unit in Ota City · ★4.25 · 1 bedroom · 2 beds · 1 bath,Ota Ku,139.71604,35.57815,,314575051,2019-12-04,100.0,100.0,1.0,168,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,4,1 bath,156.86,21,51,81,4,4.25,4.25,1.18
Home in Shinjuku City · ★4.76 · 3 bedrooms · 5 beds · 1 bath,Shinjuku Ku,139.7104643,35.7007923,"Tokyo, Japan",440077855,2022-01-11,100.0,100.0,1.0,1,t,Hotels and Inns Business Act,Entire home,Entire home/apt,6,1 bath,457.5,6,13,21,17,4.76,4.71,3.89
Rental unit in Shinjuku City · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.70556,35.69397,"Shinjuku City, Japan",294322772,2019-09-12,100.0,95.0,1.0,26,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,151.63,9,24,48,2,4.0,4.5,0.58
Rental unit in Toshima City · ★5.0 · 1 bedroom · 2 beds · 1 bath,Toshima Ku,139.72081,35.73368,,531608756,2023-08-13,100.0,100.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,97.25,13,36,49,3,5.0,4.67,0.81
Rental unit in Toshima City · ★New · 1 bedroom · 3 beds · 1.5 baths,Toshima Ku,139.7193143915005,35.73349693922636,,531608756,2023-08-13,100.0,100.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,4,1.5 baths,88.12,10,21,42,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Bunkyo City · ★New · 1 bedroom · 1 bed · 1 bath,Kita Ku,139.75469,35.7348,"Tokyo, Japan",151970670,2017-09-24,100.0,100.0,0.0,12,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,71.02,10,35,62,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Shinjuku City · ★4.88 · 1 bedroom · 1 bath,Shinjuku Ku,139.686218259265,35.68912322816081,"Chuo City, Japan",38092840,2015-07-10,100.0,100.0,1.0,62,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,256.2,4,13,28,8,4.88,5.0,3.24
Rental unit in Bunkyo City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Bunkyo Ku,139.75267106181835,35.73312841566128,"Tokyo, Japan",151970670,2017-09-24,100.0,100.0,0.0,12,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,60.13,1,15,20,4,5.0,5.0,1.35
Rental unit in Shinjuku City · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.69871,35.71632,,511048475,2023-04-21,100.0,100.0,1.0,35,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,84.7,5,17,25,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Toshima City · ★3.89 · 2 bedrooms · 3 beds · 1 bath,Toshima Ku,139.70741761856004,35.739565136327585,"Arakawa City, Japan",77076382,2016-06-11,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,181.26,12,42,59,9,3.89,3.33,3.75
